food_id,food_name,category,processing_level,total_ingredients,healthy_ingredients_count,neutral_ingredients_count,unhealthy_ingredients_count,healthy_percentage,neutral_percentage,unhealthy_percentage,affected_health_conditions,overall_recommendation,description
1505,FlavorHub Mixed Fruit Mixture Cup,Indian Packaged Snacks,Ultra-processed,9,1,4,4,11.11,44.44,44.44,"Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,FlavorHub Mixed Fruit Mixture Cup is a indian packaged snacks item with 44.44% of its listed ingredients marked as unhealthy in this expanded dataset.
1506,FreshBite Mixed Fruit Masala Peanuts Lite,Indian Packaged Snacks,Processed,5,1,1,3,20.0,20.0,60.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,FreshBite Mixed Fruit Masala Peanuts Lite is a indian packaged snacks item with 60.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1507,MealMint Chocolate Murukku Plus,Indian Packaged Snacks,Processed,6,1,2,3,16.67,33.33,50.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,MealMint Chocolate Murukku Plus is a indian packaged snacks item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1508,FreshBite Spicy Sev Treat,Indian Packaged Snacks,Processed,7,1,3,3,14.29,42.86,42.86,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,FreshBite Spicy Sev Treat is a indian packaged snacks item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.
1509,MealMint Cheese Murukku Classic,Indian Packaged Snacks,Ultra-processed,8,1,4,3,12.5,50.0,37.5,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,MealMint Cheese Murukku Classic is a indian packaged snacks item with 37.5% of its listed ingredients marked as unhealthy in this expanded dataset.
1510,PureSip Pepper Bhujia Max,Indian Packaged Snacks,Ultra-processed,7,1,2,4,14.29,28.57,57.14,"Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,PureSip Pepper Bhujia Max is a indian packaged snacks item with 57.14% of its listed ingredients marked as unhealthy in this expanded dataset.
1511,FlavorHub Cheese Mixture Bites,Indian Packaged Snacks,Ultra-processed,6,1,2,3,16.67,33.33,50.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,FlavorHub Cheese Mixture Bites is a indian packaged snacks item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1512,ZestyBowl Vanilla Bhujia Crunch,Indian Packaged Snacks,Ultra-processed,6,1,2,3,16.67,33.33,50.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,ZestyBowl Vanilla Bhujia Crunch is a indian packaged snacks item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1513,SmartSnack Cheese Khakhra Delight,Indian Packaged Snacks,Processed,8,1,3,4,12.5,37.5,50.0,"Children (Hyperactivity), Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,SmartSnack Cheese Khakhra Delight is a indian packaged snacks item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1514,UrbanMunch Pepper Bhujia Mix,Indian Packaged Snacks,Ultra-processed,7,1,2,4,14.29,28.57,57.14,"Children (Hyperactivity), Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,UrbanMunch Pepper Bhujia Mix is a indian packaged snacks item with 57.14% of its listed ingredients marked as unhealthy in this expanded dataset.
1515,ZestyBowl Tomato Mixture Cup,Indian Packaged Snacks,Processed,5,1,2,2,20.0,40.0,40.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,ZestyBowl Tomato Mixture Cup is a indian packaged snacks item with 40.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1516,UrbanMunch Tomato Khakhra Lite,Indian Packaged Snacks,Processed,7,1,3,3,14.29,42.86,42.86,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,UrbanMunch Tomato Khakhra Lite is a indian packaged snacks item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.
1517,PrimePantry Pepper Mixture Plus,Indian Packaged Snacks,Processed,6,1,2,3,16.67,33.33,50.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,PrimePantry Pepper Mixture Plus is a indian packaged snacks item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1518,FlavorHub Cheese Mixture Treat,Indian Packaged Snacks,Processed,9,2,4,3,22.22,44.44,33.33,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,FlavorHub Cheese Mixture Treat is a indian packaged snacks item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
1519,UrbanMunch Cheese Masala Peanuts Classic,Indian Packaged Snacks,Processed,7,1,3,3,14.29,42.86,42.86,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,UrbanMunch Cheese Masala Peanuts Classic is a indian packaged snacks item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.
1520,MunchMate Salted Mixture Max,Indian Packaged Snacks,Processed,6,1,2,3,16.67,33.33,50.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,MunchMate Salted Mixture Max is a indian packaged snacks item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1521,SnackNest Chilli Lime Masala Peanuts Bites,Indian Packaged Snacks,Ultra-processed,6,1,2,3,16.67,33.33,50.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,SnackNest Chilli Lime Masala Peanuts Bites is a indian packaged snacks item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1522,GoldenSpoon Mixed Fruit Mixture Crunch,Indian Packaged Snacks,Ultra-processed,8,1,4,3,12.5,50.0,37.5,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,GoldenSpoon Mixed Fruit Mixture Crunch is a indian packaged snacks item with 37.5% of its listed ingredients marked as unhealthy in this expanded dataset.
1523,SnackNest Mixed Fruit Mixture Delight,Indian Packaged Snacks,Processed,8,1,3,4,12.5,37.5,50.0,"Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,SnackNest Mixed Fruit Mixture Delight is a indian packaged snacks item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1524,FunFoods Butter Masala Peanuts Mix,Indian Packaged Snacks,Ultra-processed,9,1,2,6,11.11,22.22,66.67,"Children (Hyperactivity), Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,FunFoods Butter Masala Peanuts Mix is a indian packaged snacks item with 66.67% of its listed ingredients marked as unhealthy in this expanded dataset.
1525,QuickTreat Masala Mixture Cup,Indian Packaged Snacks,Processed,9,2,2,5,22.22,22.22,55.56,"Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,QuickTreat Masala Mixture Cup is a indian packaged snacks item with 55.56% of its listed ingredients marked as unhealthy in this expanded dataset.
1526,YumBasket Mango Murukku Lite,Indian Packaged Snacks,Processed,5,1,1,3,20.0,20.0,60.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,YumBasket Mango Murukku Lite is a indian packaged snacks item with 60.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1527,CrispyCo Strawberry Khakhra Plus,Indian Packaged Snacks,Processed,6,1,2,3,16.67,33.33,50.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,CrispyCo Strawberry Khakhra Plus is a indian packaged snacks item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1528,HomeCart Creamy Bhujia Treat,Indian Packaged Snacks,Ultra-processed,7,1,3,3,14.29,42.86,42.86,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,HomeCart Creamy Bhujia Treat is a indian packaged snacks item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.
1529,FoodCraft Spicy Mixture Classic,Indian Packaged Snacks,Ultra-processed,5,1,2,2,20.0,40.0,40.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease",Caution,FoodCraft Spicy Mixture Classic is a indian packaged snacks item with 40.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1530,FoodCraft Mixed Fruit Murukku Max,Indian Packaged Snacks,Ultra-processed,9,1,3,5,11.11,33.33,55.56,"Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,FoodCraft Mixed Fruit Murukku Max is a indian packaged snacks item with 55.56% of its listed ingredients marked as unhealthy in this expanded dataset.
1531,HappyHarvest Chilli Lime Sev Bites,Indian Packaged Snacks,Processed,5,1,1,3,20.0,20.0,60.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,HappyHarvest Chilli Lime Sev Bites is a indian packaged snacks item with 60.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1532,FamilyChoice Barbecue Masala Peanuts Crunch,Indian Packaged Snacks,Ultra-processed,5,1,2,2,20.0,40.0,40.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,FamilyChoice Barbecue Masala Peanuts Crunch is a indian packaged snacks item with 40.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1533,TasteWave Mixed Fruit Sev Delight,Indian Packaged Snacks,Ultra-processed,7,1,2,4,14.29,28.57,57.14,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,TasteWave Mixed Fruit Sev Delight is a indian packaged snacks item with 57.14% of its listed ingredients marked as unhealthy in this expanded dataset.
1534,FunFoods Butter Murukku Mix,Indian Packaged Snacks,Processed,6,1,2,3,16.67,33.33,50.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,FunFoods Butter Murukku Mix is a indian packaged snacks item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1535,QuickTreat Salted Mixture Cup,Indian Packaged Snacks,Processed,9,4,2,3,44.44,22.22,33.33,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,QuickTreat Salted Mixture Cup is a indian packaged snacks item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
1536,MealMint Barbecue Mixture Lite,Indian Packaged Snacks,Processed,8,3,2,3,37.5,25.0,37.5,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,MealMint Barbecue Mixture Lite is a indian packaged snacks item with 37.5% of its listed ingredients marked as unhealthy in this expanded dataset.
1537,UrbanMunch Roasted Sev Plus,Indian Packaged Snacks,Processed,8,1,3,4,12.5,37.5,50.0,"Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,UrbanMunch Roasted Sev Plus is a indian packaged snacks item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1538,YumBasket Orange Khakhra Treat,Indian Packaged Snacks,Ultra-processed,9,2,3,4,22.22,33.33,44.44,"Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Obesity or Overweight",Caution,YumBasket Orange Khakhra Treat is a indian packaged snacks item with 44.44% of its listed ingredients marked as unhealthy in this expanded dataset.
1539,PureSip Caramel Khakhra Classic,Indian Packaged Snacks,Ultra-processed,9,1,3,5,11.11,33.33,55.56,"Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,PureSip Caramel Khakhra Classic is a indian packaged snacks item with 55.56% of its listed ingredients marked as unhealthy in this expanded dataset.
1540,FunFoods Roasted Sev Max,Indian Packaged Snacks,Ultra-processed,5,1,1,3,20.0,20.0,60.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,FunFoods Roasted Sev Max is a indian packaged snacks item with 60.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1541,ZestyBowl Chocolate Masala Peanuts Bites,Indian Packaged Snacks,Processed,8,1,2,5,12.5,25.0,62.5,"Caffeine Sensitivity, Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,ZestyBowl Chocolate Masala Peanuts Bites is a indian packaged snacks item with 62.5% of its listed ingredients marked as unhealthy in this expanded dataset.
1542,ZestyBowl Cheese Sev Crunch,Indian Packaged Snacks,Processed,9,2,2,5,22.22,22.22,55.56,"Children (Hyperactivity), Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,ZestyBowl Cheese Sev Crunch is a indian packaged snacks item with 55.56% of its listed ingredients marked as unhealthy in this expanded dataset.
1543,GoldenSpoon Mango Murukku Delight,Indian Packaged Snacks,Processed,7,1,2,4,14.29,28.57,57.14,"Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,GoldenSpoon Mango Murukku Delight is a indian packaged snacks item with 57.14% of its listed ingredients marked as unhealthy in this expanded dataset.
1544,FoodCraft Chocolate Bhujia Mix,Indian Packaged Snacks,Processed,9,2,2,5,22.22,22.22,55.56,"Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Lactose Intolerance, Obesity or Overweight",Avoid,FoodCraft Chocolate Bhujia Mix is a indian packaged snacks item with 55.56% of its listed ingredients marked as unhealthy in this expanded dataset.
1545,UrbanMunch Cheese Murukku Cup,Indian Packaged Snacks,Processed,6,1,2,3,16.67,33.33,50.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,UrbanMunch Cheese Murukku Cup is a indian packaged snacks item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1546,YumBasket Classic Murukku Lite,Indian Packaged Snacks,Processed,5,1,1,3,20.0,20.0,60.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,YumBasket Classic Murukku Lite is a indian packaged snacks item with 60.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1547,UrbanMunch Caramel Khakhra Plus,Indian Packaged Snacks,Processed,6,1,2,3,16.67,33.33,50.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,UrbanMunch Caramel Khakhra Plus is a indian packaged snacks item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1548,FreshBite Mixed Fruit Murukku Treat,Indian Packaged Snacks,Processed,6,1,2,3,16.67,33.33,50.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,FreshBite Mixed Fruit Murukku Treat is a indian packaged snacks item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1549,UrbanMunch Chilli Lime Masala Peanuts Classic,Indian Packaged Snacks,Ultra-processed,6,1,2,3,16.67,33.33,50.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,UrbanMunch Chilli Lime Masala Peanuts Classic is a indian packaged snacks item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1550,ZestyBowl Mixed Fruit Bhujia Max,Indian Packaged Snacks,Ultra-processed,5,1,2,2,20.0,40.0,40.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,ZestyBowl Mixed Fruit Bhujia Max is a indian packaged snacks item with 40.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1551,PureSip Orange Bhujia Bites,Indian Packaged Snacks,Ultra-processed,7,1,3,3,14.29,42.86,42.86,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,PureSip Orange Bhujia Bites is a indian packaged snacks item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.
1552,ZestyBowl Barbecue Sev Crunch,Indian Packaged Snacks,Ultra-processed,6,1,2,3,16.67,33.33,50.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,ZestyBowl Barbecue Sev Crunch is a indian packaged snacks item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
